mod;cod;marca;clase;tipo1;tipo2;tipo3;peso;serv;valor02;valor03;valor04;valor05;valor06;valor07;valor08;valor09;valor10;valor11;valor12;valor13;valor14;valor15;valor16;valor17;valor18;valor19;um;importado;bcpp;pesokg;potencia
F;00601159;AUDI          ;AUTOMOVIL       ;R8             ;4.2 FSI QUATTRO;TP 4200CC V8   ;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  322600;       0;  383200;       0;       0;       0;       0;  479900;F;T;  599900; 1735;430
F;00601161;AUDI          ;AUTOMOVIL       ;A5             ;B8 [FL] CABRIOL;TP 2000CC T    ;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  152800;       0;       0;       0;       0;  179800;F;T;  224800; 1810;211
F;00601166;AUDI          ;AUTOMOVIL       ;TT             ;8J 2.0 TFSI ROA;TP 2000CC T    ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  114000;       0;       0;       0;       0;  157700;F;T;  197100; 1390;211
F;00601171;AUDI          ;AUTOMOVIL       ;A5             ;B8 [FL] CABRIOL;TP 1800CC T    ;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  106400;  114200;  125900;  139900;  169900;       0;  169900;F;T;  212400; 1730;170
F;00601185;AUDI          ;AUTOMOVIL       ;TT             ;8S 2.0 TFSI ROA;TP 2000CC T    ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  134200;  153000;  164900;  164900;T;T;  206100; 1425;230
F;00601205;AUDI          ;AUTOMOVIL       ;A5             ;F5 CABRIO 2.0 T;TP 2000CC T TC ;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  183000;  198900;T;T;  248600; 1800;252
F;00601206;AUDI          ;AUTOMOVIL       ;A5             ;F5 CABRIO 2.0 T;TP 2000CC T TC ;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  155400;  168900;T;T;  211100; 1720;190
F;00601211;AUDI          ;AUTOMOVIL       ;TT RS          ;8S 2.5 TFSI ROA;TP 2500CC T    ;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  282900;F;T;  353625; 1530;400
F;00601020;AUDI          ;AUTOMOVIL       ;A3             ;8L 1.8 COUPE   ;MT 1800CC 3P   ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   63700;F;T;   79600; 1140;125
F;00601021;AUDI          ;AUTOMOVIL       ;A3             ;8L 1.8 COUPE   ;AT 1800CC 3P   ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   67000;F;T;   83800; 1160;125
F;00601025;AUDI          ;AUTOMOVIL       ;S3             ;8L 1.8T QUATTRO;MT 1800CC T 3P ;1;1;   37300;   40000;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  117000;F;T;  146300; 1423;221
F;00601027;AUDI          ;AUTOMOVIL       ;A3             ;8L 1.8T COUPE  ;MT 1800CC T 3P ;1;1;   20500;   22000;   23600;   25300;   27100;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   71000;F;T;   88800; 1140;150
F;00601028;AUDI          ;AUTOMOVIL       ;A3             ;8L 1.6 COUPE   ;MT 1600CC 3P   ;1;1;   18000;   19300;   20700;   22200;   23800;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   64800;F;T;   81000; 1090;102
F;00601029;AUDI          ;AUTOMOVIL       ;TT             ;8N 1.8T COUPE  ;MT 1800CC T    ;1;1;   40500;   43500;   46700;   50100;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  117400;F;T;  146800; 1280;177
F;00601030;AUDI          ;AUTOMOVIL       ;A3             ;8L 1.8T HB     ;MT 1800CC T 5P ;1;1;   21400;   23000;   24700;   26500;   28400;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   76300;F;T;   95400; 1190;150
F;00601031;AUDI          ;AUTOMOVIL       ;A3             ;8L 1.6 HB      ;AT 1600CC      ;1;1;   19900;   21300;   22900;   24600;   26400;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   72800;F;T;   91000; 1150;102
F;00601032;AUDI          ;AUTOMOVIL       ;A3             ;8L 1.6 HB      ;MT 1600CC 5P   ;1;1;   19000;   20400;   21900;   23500;   25200;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   68900;F;T;   86100; 1120;102
F;00601041;AUDI          ;AUTOMOVIL       ;A3             ;8L 1.8T HB     ;AT 1800CC T 5P ;1;1;   22200;   23800;   25500;   27400;   29400;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   80300;F;T;  100400; 1215;150
F;00601047;AUDI          ;AUTOMOVIL       ;A3             ;8L 1.8T COUPE  ;AT 1800CC T 3P ;1;1;   21000;   22500;   24100;   25900;   27800;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   74500;F;T;   93100; 1190;150
F;00601055;AUDI          ;AUTOMOVIL       ;TT             ;8N 1.8T COUPE  ;AT 1800CC T    ;1;1;   42800;   45900;   49200;   52800;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  123200;F;T;  154000; 1335;177
F;00601058;AUDI          ;AUTOMOVIL       ;A3             ;8L 1.8T HB [180;MT 1800CC T 5P ;1;1;       0;   25300;   27100;   29100;   31200;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   83900;F;T;  104900; 1200;180
F;00601061;AUDI          ;AUTOMOVIL       ;A3             ;8P SPORTBACK 2.;TP 2000CC 5P   ;1;1;       0;       0;       0;   33300;   35700;   38300;   41100;   44100;       0;       0;       0;       0;       0;       0;       0;       0;       0;   87500;F;T;  109400; 1345;148
F;00601062;AUDI          ;AUTOMOVIL       ;A3             ;8P SPORTBACK 1.;AT 1600CC 5P   ;1;1;       0;       0;       0;       0;   33400;   35800;   38400;   41200;       0;       0;       0;       0;       0;       0;       0;       0;       0;   68000;F;T;   85000; 1295;102
F;00601063;AUDI          ;AUTOMOVIL       ;A3             ;8P SPORTBACK 1.;MT 1600CC 5P   ;1;1;       0;       0;       0;       0;   31900;   34200;   36700;   39400;   42300;   45400;   48700;   52300;       0;       0;       0;       0;       0;   64900;F;T;   81100; 1245;102
F;00601068;AUDI          ;AUTOMOVIL       ;A3             ;8P SPORTBACK 2.;MT 2000CC 5P CT;1;1;       0;       0;       0;   31600;   33900;   36400;   39000;   41900;       0;       0;       0;       0;       0;       0;       0;       0;       0;   83100;F;T;  103900; 1315;150
F;00601077;AUDI          ;AUTOMOVIL       ;TT             ;8N 1.8T COUPE Q;MT 1800CC T    ;1;1;   46800;   50200;   53900;   57800;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  135100;F;T;  168900; 1410;225
F;00601080;AUDI          ;AUTOMOVIL       ;A3             ;8P SPORTBACK 2.;MT 2000CC 5P   ;1;1;       0;       0;       0;   31000;   33200;   35700;   38200;   41100;       0;       0;       0;       0;       0;       0;       0;       0;       0;   81400;F;T;  101800; 1315;150
F;00601081;AUDI          ;AUTOMOVIL       ;A3             ;8P COUPE S-TRON;TP 3200CC 3P   ;2;1;       0;       0;       0;       0;   43400;   46600;   50000;   53700;       0;       0;       0;       0;       0;       0;       0;       0;       0;  112100;F;T;  140100; 1525;250
F;00601084;AUDI          ;AUTOMOVIL       ;A3             ;8P SPORTBACK S-;TP 3200CC 5P   ;2;1;       0;       0;       0;       0;   44700;   48000;   51500;   55300;       0;       0;       0;       0;       0;       0;       0;       0;       0;  114300;F;T;  142900; 1565;250
F;00601087;AUDI          ;AUTOMOVIL       ;TT             ;8J 3.2 FSI COUP;TP 3200CC      ;1;1;       0;       0;       0;       0;   68400;   72100;   76000;   80100;       0;       0;       0;       0;       0;       0;       0;       0;       0;  155600;F;T;  194500; 1430;250
F;00601088;AUDI          ;AUTOMOVIL       ;A3             ;8P COUPE 2.0 FS;TP 2000CC 3P   ;1;1;       0;       0;   30500;   32700;   35100;   37700;   40400;   43300;       0;       0;       0;       0;       0;       0;       0;       0;       0;   85000;F;T;  106300; 1305;148
F;00601095;AUDI          ;AUTOMOVIL       ;TT             ;8J 2.0 TFSI COU;MT 2000CC T    ;1;1;       0;       0;       0;       0;   62000;   65300;   68800;   72500;   76400;   80500;   84800;       0;       0;       0;       0;       0;       0;  111500;F;T;  139400; 1260;200
F;00601096;AUDI          ;AUTOMOVIL       ;TT             ;8J 2.0 TFSI COU;TP 2000CC T    ;1;1;       0;       0;       0;       0;       0;   70500;   74300;   78300;   82500;   86900;   91600;   96500;  101700;       0;       0;       0;       0;  128000;F;T;  160000; 1280;200
F;00601099;AUDI          ;AUTOMOVIL       ;A3             ;8P 1.6 COUPE   ;MT 1600CC 3P   ;1;1;       0;       0;       0;       0;       0;   31300;   33600;   36100;   38700;   41500;   44500;       0;       0;       0;       0;       0;       0;   60700;F;T;   75900; 1205;100
F;00601100;AUDI          ;AUTOMOVIL       ;A3             ;8P SPORTBACK 2.;TP 2000CC T 5P ;1;1;       0;       0;       0;       0;       0;       0;   44600;   47900;       0;       0;       0;       0;       0;       0;       0;       0;       0;   95500;F;T;  119400; 1410;197
F;00601107;AUDI          ;AUTOMOVIL       ;A3             ;8P COUPE 2.0 FS;MT 2000CC 3P   ;1;1;       0;       0;       0;   31500;   33800;   36300;   38900;   41700;       0;       0;       0;       0;       0;       0;       0;       0;       0;   80400;F;T;  100500; 1275;148
F;00601110;AUDI          ;AUTOMOVIL       ;A3             ;8P COUPE 1.8 TF;MT 1800CC T    ;1;1;       0;       0;       0;       0;       0;       0;       0;   42700;       0;       0;       0;       0;       0;       0;       0;       0;       0;   77600;F;T;   97000; 1305;160
F;00601111;AUDI          ;AUTOMOVIL       ;A3             ;8P COUPE 1.8 TF;TP 1800CC T    ;1;1;       0;       0;       0;       0;       0;       0;       0;   44200;   47400;   50900;   54600;       0;       0;       0;       0;       0;       0;   81700;F;T;  102100; 1335;160
F;00601112;AUDI          ;AUTOMOVIL       ;A3             ;8P SPORTBACK 1.;MT 1800CC T    ;1;1;       0;       0;       0;       0;       0;       0;       0;   45700;       0;       0;   56400;   60500;       0;       0;       0;       0;       0;   81500;F;T;  101900; 1280;160
F;00601113;AUDI          ;AUTOMOVIL       ;A3             ;8P SPORTBACK 1.;TP 1800CC T    ;1;1;       0;       0;       0;       0;       0;       0;       0;   47500;   51000;   54700;   58700;   63000;       0;       0;       0;       0;       0;   85500;F;T;  106900; 1295;160
F;00601118;AUDI          ;AUTOMOVIL       ;A3             ;8P COUPE 2.0 TF;MT 2000CC T    ;1;1;       0;       0;       0;       0;       0;       0;   42100;   45200;       0;       0;       0;       0;       0;       0;       0;       0;       0;   87500;F;T;  109400; 1320;197
F;00601119;AUDI          ;AUTOMOVIL       ;TTS            ;8J 2.0 TFSI COU;TP 2000CC T    ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;  113000;  119000;       0;       0;       0;       0;       0;       0;       0;  185300;F;T;  231600; 1415;272
F;00601121;AUDI          ;AUTOMOVIL       ;A5             ;SPORTBACK 2.0 T;TP 2000CC T    ;2;1;       0;       0;       0;       0;       0;       0;       0;       0;   74800;   80300;   86200;       0;       0;       0;       0;       0;       0;  123600;F;T;  154500; 1615;211
F;00601122;AUDI          ;AUTOMOVIL       ;R8             ;4.2 FSI QUATTRO;TP 4200CC V8   ;2;1;       0;       0;       0;       0;       0;       0;  199700;  217700;       0;       0;       0;       0;       0;       0;       0;       0;       0;  419200;F;T;  524000; 1635;420
F;00601128;AUDI          ;AUTOMOVIL       ;S3             ;8P 2.0 TFSI S-T;TP 2000CC T 3P ;2;1;       0;       0;       0;       0;       0;       0;       0;       0;   59100;   63400;   68000;   73000;       0;       0;       0;       0;       0;   99900;F;T;  124900; 1475;265
F;00601132;AUDI          ;AUTOMOVIL       ;A1             ;8X 1.4 TFSI ATT;TP 1400CC T    ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;   33200;   37500;   42300;       0;       0;       0;       0;       0;   65000;F;T;   81300; 1200;122
F;00601134;AUDI          ;AUTOMOVIL       ;A5             ;SPORTBACK 1.8 T;TP 1800CC T    ;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;   73800;   79200;   85000;   94400;       0;       0;       0;       0;  115200;F;T;  144000; 1595;160
F;00601135;AUDI          ;AUTOMOVIL       ;A7             ;3.0 TFSI S-TRON;TP 3000CC      ;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;  126700;  135900;       0;       0;       0;       0;       0;       0;  257000;F;T;  321300; 1860;300
F;00601136;AUDI          ;AUTOMOVIL       ;A7             ;3.0 TFSI S-TRON;TP 3000CC      ;2;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;  111700;  119800;       0;  166200;  178400;       0;       0;       0;  213000;F;T;  266300; 1860;300
F;00601137;AUDI          ;AUTOMOVIL       ;A1             ;8X 1.4 TFSI AMB;TP 1400CC T    ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;   36900;   41600;   46900;   52900;   59630;       0;       0;       0;   74900;F;T;   93600; 1200;122
F;00601142;AUDI          ;AUTOMOVIL       ;A1             ;8X 1.4 TFSI LUX;TP 1400CC T CT ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   44700;       0;       0;       0;       0;       0;       0;   80000;F;T;  100000; 1200;122
F;00601143;AUDI          ;AUTOMOVIL       ;A3             ;8P COUPE 2.0 TF;TP 2000CC T    ;1;1;       0;       0;       0;       0;       0;   40800;       0;       0;   50400;   54100;   58000;       0;       0;       0;       0;       0;       0;   91200;F;T;  114000;    0;197
F;00601150;AUDI          ;AUTOMOVIL       ;A3             ;8P SPORTBACK 1.;TP 1400CC T    ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;   43800;       0;       0;       0;       0;       0;       0;       0;       0;   80000;F;T;  100000; 1295;125
